           1   4.000000       2.500000             102          62
 
 Time  U   V  P
   102.5736     -0.3574809     -0.3575848       3.570361    
   102.5786     -0.3567396     -0.3538146       3.568759    
   102.5836     -0.3559619     -0.3500302       3.567030    
   102.5886     -0.3551488     -0.3462339       3.565429    
   102.5936     -0.3543001     -0.3424254       3.563752    
   102.5986     -0.3534166     -0.3386056       3.562129    
   102.6036     -0.3524985     -0.3347739       3.560429    
   102.6086     -0.3515462     -0.3309308       3.558731    
   102.6136     -0.3505604     -0.3270768       3.557039    
   102.6186     -0.3495419     -0.3232128       3.555409    
   102.6236     -0.3484909     -0.3193379       3.553657    
   102.6286     -0.3474083     -0.3154534       3.551992    
   102.6336     -0.3462948     -0.3115593       3.550342    
   102.6385     -0.3451507     -0.3076558       3.548648    
   102.6435     -0.3439771     -0.3037438       3.547037    
   102.6485     -0.3427740     -0.2998227       3.545332    
   102.6535     -0.3415432     -0.2958947       3.543826    
   102.6585     -0.3402837     -0.2919585       3.542147    
   102.6635     -0.3389968     -0.2880152       3.540558    
   102.6685     -0.3376833     -0.2840651       3.538986    
   102.6735     -0.3363435     -0.2801083       3.537379    
   102.6785     -0.3349784     -0.2761458       3.535852    
   102.6835     -0.3335886     -0.2721780       3.534335    
   102.6885     -0.3321740     -0.2682044       3.532730    
   102.6935     -0.3307360     -0.2642259       3.531219    
   102.6985     -0.3292756     -0.2602432       3.529777    
   102.7035     -0.3277926     -0.2562561       3.528244    
   102.7085     -0.3262883     -0.2522654       3.526793    
   102.7135     -0.3247633     -0.2482714       3.525354    
   102.7185     -0.3232177     -0.2442744       3.523884    
   102.7235     -0.3216528     -0.2402748       3.522483    
   102.7285     -0.3200687     -0.2362728       3.521046    
   102.7335     -0.3184671     -0.2322692       3.519713    
   102.7385     -0.3168463     -0.2282636       3.518199    
   102.7435     -0.3152094     -0.2242568       3.516902    
   102.7485     -0.3135563     -0.2202490       3.515548    
   102.7535     -0.3118863     -0.2162405       3.514108    
   102.7585     -0.3102016     -0.2122315       3.512782    
   102.7635     -0.3085022     -0.2082223       3.511414    
   102.7685     -0.3067891     -0.2042131       3.510099    
   102.7735     -0.3050624     -0.2002042       3.508741    
   102.7785     -0.3033231     -0.1961959       3.507435    
   102.7835     -0.3015713     -0.1921885       3.506083    
   102.7885     -0.2998082     -0.1881821       3.504784    
   102.7935     -0.2980337     -0.1841771       3.503442    
   102.7985     -0.2962495     -0.1801735       3.502192    
   102.8035     -0.2944550     -0.1761718       3.500843    
   102.8085     -0.2926505     -0.1721722       3.499507    
   102.8135     -0.2908386     -0.1681743       3.498306    
   102.8185     -0.2890174     -0.1641792       3.496955    
   102.8234     -0.2871884     -0.1601868       3.495661    
   102.8284     -0.2853527     -0.1561969       3.494408    
   102.8334     -0.2835099     -0.1522102       3.493107    
   102.8384     -0.2816606     -0.1482267       3.491811    
   102.8434     -0.2798057     -0.1442462       3.490561    
   102.8484     -0.2779453     -0.1402693       3.489266    
   102.8534     -0.2760803     -0.1362958       3.488022    
   102.8584     -0.2742117     -0.1323256       3.486814    
   102.8634     -0.2723376     -0.1283602       3.485470    
   102.8684     -0.2704615     -0.1243979       3.484311    
   102.8734     -0.2685806     -0.1204408       3.482966    
   102.8784     -0.2666977     -0.1164872       3.481771    
   102.8834     -0.2648125     -0.1125379       3.480529    
   102.8884     -0.2629260     -0.1085926       3.479334    
   102.8934     -0.2610376     -0.1046522       3.478092    
   102.8984     -0.2591479     -0.1007164       3.476859    
   102.9034     -0.2572579     -9.6784897E-02   3.475676    
   102.9084     -0.2553679     -9.2857942E-02   3.474493    
   102.9134     -0.2534766     -8.8936597E-02   3.473231    
   102.9184     -0.2515870     -8.5018978E-02   3.472113    
   102.9234     -0.2496978     -8.1106529E-02   3.470911    
   102.9284     -0.2478095     -7.7198967E-02   3.469725    
   102.9334     -0.2459231     -7.3295854E-02   3.468597    
   102.9384     -0.2440392     -6.9397293E-02   3.467479    
   102.9434     -0.2421571     -6.5503970E-02   3.466331    
   102.9484     -0.2402781     -6.1615121E-02   3.465239    
   102.9534     -0.2384017     -5.7731476E-02   3.464122    
   102.9584     -0.2365289     -5.3852253E-02   3.463060    
   102.9634     -0.2346594     -4.9978264E-02   3.461975    
   102.9684     -0.2327943     -4.6108566E-02   3.460945    
   102.9734     -0.2309331     -4.2244043E-02   3.459894    
   102.9784     -0.2290764     -3.8384512E-02   3.458865    
   102.9834     -0.2272251     -3.4529220E-02   3.457893    
   102.9884     -0.2253788     -3.0678848E-02   3.456903    
   102.9934     -0.2235372     -2.6833909E-02   3.455904    
   102.9984     -0.2217024     -2.2992840E-02   3.454999    
   103.0033     -0.2198737     -1.9156424E-02   3.454082    
   103.0083     -0.2180508     -1.5325338E-02   3.453157    
   103.0133     -0.2162356     -1.1498004E-02   3.452322    
   103.0183     -0.2144268     -7.6760077E-03   3.451447    
   103.0233     -0.2126250     -3.8590790E-03   3.450601    
   103.0283     -0.2108317     -4.5648776E-05   3.449838    
   103.0333     -0.2090451      3.7619811E-03   3.449016    
   103.0383     -0.2072671      7.5655272E-03   3.448277    
   103.0433     -0.2054966      1.1363659E-02   3.447515    
   103.0483     -0.2037355      1.5157992E-02   3.446833    
   103.0533     -0.2019832      1.8947694E-02   3.446153    
   103.0583     -0.2002402      2.2732668E-02   3.445503    
   103.0633     -0.1985065      2.6512839E-02   3.444881    
   103.0683     -0.1967817      3.0287534E-02   3.444265    
   103.0733     -0.1950663      3.4057163E-02   3.443681    
   103.0783     -0.1933621      3.7823215E-02   3.443162    
   103.0833     -0.1916678      4.1583922E-02   3.442632    
   103.0883     -0.1899837      4.5339357E-02   3.442132    
   103.0933     -0.1883101      4.9089547E-02   3.441662    
   103.0983     -0.1866480      5.2835315E-02   3.441235    
   103.1033     -0.1849969      5.6575686E-02   3.440819    
   103.1083     -0.1833565      6.0310099E-02   3.440417    
   103.1133     -0.1817283      6.4040013E-02   3.440068    
   103.1183     -0.1801119      6.7764461E-02   3.439730    
   103.1233     -0.1785075      7.1483411E-02   3.439418    
   103.1283     -0.1769147      7.5196005E-02   3.439119    
   103.1333     -0.1753349      7.8903772E-02   3.438863    
   103.1383     -0.1737678      8.2605690E-02   3.438619    
   103.1433     -0.1722127      8.6300895E-02   3.438388    
   103.1483     -0.1706706      8.9990251E-02   3.438184    
   103.1533     -0.1691417      9.3673594E-02   3.438000    
   103.1583     -0.1676262      9.7350776E-02   3.437835    
   103.1633     -0.1661243      0.1010218       3.437690    
   103.1683     -0.1646360      0.1046863       3.437563    
   103.1733     -0.1631610      0.1083433       3.437448    
   103.1783     -0.1617006      0.1119945       3.437357    
   103.1833     -0.1602543      0.1156389       3.437278    
   103.1882     -0.1588216      0.1192754       3.437211    
   103.1932     -0.1574040      0.1229057       3.437163    
   103.1982     -0.1560003      0.1265279       3.437124    
   103.2032     -0.1546125      0.1301445       3.437103    
   103.2082     -0.1532388      0.1337524       3.437094    
   103.2132     -0.1518800      0.1373525       3.437097    
   103.2182     -0.1505374      0.1409465       3.437111    
   103.2232     -0.1492090      0.1445313       3.437140    
   103.2282     -0.1478964      0.1481086       3.437175    
   103.2332     -0.1465990      0.1516776       3.437223    
   103.2382     -0.1453175      0.1552390       3.437279    
   103.2432     -0.1440520      0.1587926       3.437346    
   103.2482     -0.1428020      0.1623373       3.437426    
   103.2532     -0.1415682      0.1658739       3.437515    
   103.2582     -0.1403502      0.1694016       3.437617    
   103.2632     -0.1391492      0.1729220       3.437722    
   103.2682     -0.1379640      0.1764331       3.437848    
   103.2732     -0.1367954      0.1799357       3.437978    
   103.2782     -0.1356439      0.1834306       3.438117    
   103.2832     -0.1345086      0.1869157       3.438277    
   103.2882     -0.1333906      0.1903928       3.438437    
   103.2932     -0.1322886      0.1938600       3.438619    
   103.2982     -0.1312041      0.1973191       3.438797    
   103.3032     -0.1301363      0.2007691       3.438995    
   103.3082     -0.1290856      0.2042100       3.439201    
   103.3132     -0.1280518      0.2076417       3.439420    
   103.3182     -0.1270352      0.2110643       3.439650    
   103.3232     -0.1260364      0.2144787       3.439886    
   103.3282     -0.1250546      0.2178831       3.440156    
   103.3332     -0.1240907      0.2212791       3.440418    
   103.3382     -0.1231448      0.2246668       3.440700    
   103.3432     -0.1222160      0.2280442       3.441020    
   103.3482     -0.1213054      0.2314131       3.441330    
   103.3532     -0.1204124      0.2347725       3.441670    
   103.3582     -0.1195376      0.2381236       3.442011    
   103.3632     -0.1186801      0.2414640       3.442394    
   103.3681     -0.1178408      0.2447961       3.442763    
   103.3731     -0.1170195      0.2481187       3.443163    
   103.3781     -0.1162162      0.2514320       3.443580    
   103.3831     -0.1154310      0.2547361       3.444015    
   103.3881     -0.1146645      0.2580317       3.444453    
   103.3931     -0.1139158      0.2613170       3.444945    
   103.3981     -0.1131854      0.2645930       3.445438    
   103.4031     -0.1124739      0.2678608       3.445933    
   103.4081     -0.1117805      0.2711183       3.446487    
   103.4131     -0.1111057      0.2743665       3.447040    
   103.4181     -0.1104495      0.2776055       3.447613    
   103.4231     -0.1098120      0.2808352       3.448206    
   103.4281     -0.1091932      0.2840556       3.448822    
   103.4331     -0.1085930      0.2872660       3.449482    
   103.4381     -0.1080116      0.2904669       3.450135    
   103.4431     -0.1074490      0.2936586       3.450812    
   103.4481     -0.1069054      0.2968408       3.451512    
   103.4531     -0.1063801      0.3000121       3.452280    
   103.4581     -0.1058743      0.3031747       3.452988    
   103.4631     -0.1053871      0.3063271       3.453777    
   103.4681     -0.1049191      0.3094700       3.454557    
   103.4731     -0.1044699      0.3126026       3.455388    
   103.4781     -0.1040397      0.3157247       3.456237    
   103.4831     -0.1036287      0.3188372       3.457078    
   103.4881     -0.1032370      0.3219400       3.457943    
   103.4931     -0.1028642      0.3250314       3.458890    
   103.4981     -0.1025106      0.3281130       3.459792    
   103.5031     -0.1021765      0.3311844       3.460717    
   103.5081     -0.1018612      0.3342443       3.461729    
   103.5131     -0.1015653      0.3372941       3.462688    
   103.5181     -0.1012888      0.3403336       3.463673    
   103.5231     -0.1010313      0.3433611       3.464746    
   103.5281     -0.1007935      0.3463790       3.465730    
   103.5331     -0.1005749      0.3493852       3.466812    
   103.5381     -0.1003755      0.3523798       3.467911    
   103.5431     -0.1001953      0.3553626       3.469022    
   103.5480     -0.1000344      0.3583343       3.470111    
   103.5530     -9.9892661E-02  0.3612940       3.471254    
   103.5580     -9.9770524E-02  0.3642432       3.472339    
   103.5630     -9.9667624E-02  0.3671799       3.473526    
   103.5680     -9.9583991E-02  0.3701040       3.474726    
   103.5730     -9.9519938E-02  0.3730167       3.475862    
   103.5780     -9.9475138E-02  0.3759166       3.477100    
   103.5830     -9.9449545E-02  0.3788040       3.478307    
   103.5880     -9.9443197E-02  0.3816788       3.479526    
   103.5930     -9.9456146E-02  0.3845407       3.480760    
   103.5980     -9.9488191E-02  0.3873897       3.482005    
   103.6030     -9.9539421E-02  0.3902257       3.483262    
   103.6080     -9.9610038E-02  0.3930491       3.484490    
   103.6130     -9.9699587E-02  0.3958582       3.485819    
   103.6180     -9.9808581E-02  0.3986552       3.487025    
   103.6230     -9.9936776E-02  0.4014382       3.488341    
   103.6280     -0.1000842      0.4042076       3.489622    
   103.6330     -0.1002507      0.4069626       3.490961    
   103.6380     -0.1004362      0.4097037       3.492258    
   103.6430     -0.1006405      0.4124300       3.493608    
   103.6480     -0.1008638      0.4151428       3.494869    
   103.6530     -0.1011061      0.4178407       3.496234    
   103.6580     -0.1013671      0.4205250       3.497512    
   103.6630     -0.1016472      0.4231945       3.498850    
   103.6680     -0.1019462      0.4258492       3.500197    
   103.6730     -0.1022642      0.4284894       3.501507    
   103.6780     -0.1026010      0.4311135       3.502922    
   103.6830     -0.1029566      0.4337229       3.504237    
